id,paragraph,theme
1078,"Beginning in the 1940s and continuing into the 1970s, the bureau investigated cases of espionage against the United States and its allies. Eight Nazi agents who had planned sabotage operations against American targets were arrested, and six were executed (Ex parte Quirin) under their sentences. Also during this time, a joint US/UK code-breaking effort (the Venona project)—with which the FBI was heavily involved—broke Soviet diplomatic and intelligence communications codes, allowing the US and British governments to read Soviet communications. This effort confirmed the existence of Americans working in the United States for Soviet intelligence. Hoover was administering this project but failed to notify the Central Intelligence Agency (CIA) until 1952. Another notable case is the arrest of Soviet spy Rudolf Abel in 1957. The discovery of Soviet spies operating in the US allowed Hoover to pursue his longstanding obsession with the threat he perceived from the American Left, ranging from Communist Party of the United States of America (CPUSA) union organizers to American liberals.",Federal_Bureau_of_Investigation
1079,"In 2003 a congressional committee called the FBI's organized crime informant program ""one of the greatest failures in the history of federal law enforcement."" The FBI allowed four innocent men to be convicted of the March 1965 gangland murder of Edward ""Teddy"" Deegan in order to protect Vincent Flemmi, an FBI informant. Three of the men were sentenced to death (which was later reduced to life in prison), and the fourth defendant was sentenced to life in prison. Two of the four men died in prison after serving almost 30 years, and two others were released after serving 32 and 36 years. In July 2007, U.S. District Judge Nancy Gertner in Boston found the bureau helped convict the four men using false witness account by mobster Joseph Barboza. The U.S. Government was ordered to pay $100 million in damages to the four defendants.",Federal_Bureau_of_Investigation
1080,"Between 1993 and 1996, the FBI increased its counter-terrorism role in the wake of the first 1993 World Trade Center bombing in New York City, New York; the 1995 Oklahoma City bombing in Oklahoma City, Oklahoma; and the arrest of the Unabomber in 1996. Technological innovation and the skills of FBI Laboratory analysts helped ensure that the three cases were successfully prosecuted. Justice Department investigations into the FBI's roles in the Ruby Ridge and Waco incidents were found to be obstructed by agents within the Bureau. During the 1996 Summer Olympics in Atlanta, Georgia, the FBI was criticized for its investigation of the Centennial Olympic Park bombing. It has settled a dispute with Richard Jewell, who was a private security guard at the venue, along with some media organizations, in regard to the leaking of his name during the investigation.",Federal_Bureau_of_Investigation
1081,"During the September 11, 2001 attacks on the World Trade Center, FBI agent Leonard W. Hatton Jr. was killed during the rescue effort while helping the rescue personnel evacuate the occupants of the South Tower and stayed when it collapsed. Within months after the attacks, FBI Director Robert Mueller, who had been sworn in a week before the attacks, called for a re-engineering of FBI structure and operations. He made countering every federal crime a top priority, including the prevention of terrorism, countering foreign intelligence operations, addressing cyber security threats, other high-tech crimes, protecting civil rights, combating public corruption, organized crime, white-collar crime, and major acts of violent crime.",Federal_Bureau_of_Investigation
1082,"On July 8, 2007 The Washington Post published excerpts from UCLA Professor Amy Zegart's book Spying Blind: The CIA, the FBI, and the Origins of 9/11. The Post reported from Zegart's book that government documents show the CIA and FBI missed 23 potential chances to disrupt the terrorist attacks of September 11, 2001. The primary reasons for the failures included: agency cultures resistant to change and new ideas; inappropriate incentives for promotion; and a lack of cooperation between the FBI, CIA and the rest of the United States Intelligence Community. The book blamed the FBI's decentralized structure, which prevented effective communication and cooperation among different FBI offices. The book suggested that the FBI has not evolved into an effective counter-terrorism or counter-intelligence agency, due in large part to deeply ingrained agency cultural resistance to change. For example, FBI personnel practices continue to treat all staff other than special agents as support staff, classifying intelligence analysts alongside the FBI's auto mechanics and janitors.",Federal_Bureau_of_Investigation
1083,"The USA PATRIOT Act increased the powers allotted to the FBI, especially in wiretapping and monitoring of Internet activity. One of the most controversial provisions of the act is the so-called sneak and peek provision, granting the FBI powers to search a house while the residents are away, and not requiring them to notify the residents for several weeks afterwards. Under the PATRIOT Act's provisions, the FBI also resumed inquiring into the library records of those who are suspected of terrorism (something it had supposedly not done since the 1970s).",Federal_Bureau_of_Investigation
1084,"The FBI Laboratory, established with the formation of the BOI, did not appear in the J. Edgar Hoover Building until its completion in 1974. The lab serves as the primary lab for most DNA, biological, and physical work. Public tours of FBI headquarters ran through the FBI laboratory workspace before the move to the J. Edgar Hoover Building. The services the lab conducts include Chemistry, Combined DNA Index System (CODIS), Computer Analysis and Response, DNA Analysis, Evidence Response, Explosives, Firearms and Tool marks, Forensic Audio, Forensic Video, Image Analysis, Forensic Science Research, Forensic Science Training, Hazardous Materials Response, Investigative and Prospective Graphics, Latent Prints, Materials Analysis, Questioned Documents, Racketeering Records, Special Photographic Analysis, Structural Design, and Trace Evidence. The services of the FBI Laboratory are used by many state, local, and international agencies free of charge. The lab also maintains a second lab at the FBI Academy.",Federal_Bureau_of_Investigation
1085,"In 2000, the FBI began the Trilogy project to upgrade its outdated information technology (IT) infrastructure. This project, originally scheduled to take three years and cost around $380 million, ended up going far over budget and behind schedule. Efforts to deploy modern computers and networking equipment were generally successful, but attempts to develop new investigation software, outsourced to Science Applications International Corporation (SAIC), were not. Virtual Case File, or VCF, as the software was known, was plagued by poorly defined goals, and repeated changes in management. In January 2005, more than two years after the software was originally planned for completion, the FBI officially abandoned the project. At least $100 million (and much more by some estimates) was spent on the project, which never became operational. The FBI has been forced to continue using its decade-old Automated Case Support system, which IT experts consider woefully inadequate. In March 2005, the FBI announced it was beginning a new, more ambitious software project, code-named Sentinel, which they expected to complete by 2009.",Federal_Bureau_of_Investigation
1086,"An FBI special agent is issued a Glock Model 22 pistol or a Glock 23 in .40 S&W caliber. If they fail their first qualification, they are issued either a Glock 17 or Glock 19, to aid in their next qualification. In May 1997, the FBI officially adopted the Glock .40 S&W pistol for general agent use and first issued it to New Agent Class 98-1 in October 1997. At present, the Model 23 ""FG&R"" (finger groove and rail) is the issue sidearm. New agents are issued firearms, on which they must qualify, on successful completion of their training at the FBI Academy. The Glock 26 in 9×19mm Parabellum, and Glock Models 23 and 27 in .40 S&W caliber are authorized as secondary weapons. Special agents are authorized to purchase and qualify with the Glock Model 21 in .45 ACP. Special agents of the FBI HRT (Hostage Rescue Team), and regional SWAT teams are issued the Springfield Professional Model 1911A1 .45 ACP pistol (see FBI Special Weapons and Tactics Teams).",Federal_Bureau_of_Investigation
1087,"The FBI is near-impenetrable, with applicants intensely scrutinized and assessed over an extended period. To apply to become an FBI agent, one must be between the ages of 23 and 37. Due to the decision in Robert P. Isabella v. Department of State and Office of Personnel Management, 2008 M.S.P.B. 146, preference-eligible veterans may apply after age 37. In 2009, the Office of Personnel Management issued implementation guidance on the Isabella decision. The applicant must also hold American citizenship, be of high moral character, have a clean record, and hold at least a four-year bachelor's degree. At least three years of professional work experience prior to application is also required. All FBI employees require a Top Secret (TS) security clearance, and in many instances, employees need a TS/SCI (Top Secret/Sensitive Compartmented Information) clearance. To obtain a security clearance, all potential FBI personnel must pass a series of Single Scope Background Investigations (SSBI), which are conducted by the Office of Personnel Management. Special Agents candidates also have to pass a Physical Fitness Test (PFT), which includes a 300-meter run, one-minute sit-ups, maximum push-ups, and a 1.5-mile (2.4 km) run. Personnel must pass a polygraph test with questions including possible drug use. Applicants who fail polygraphs may not gain employment with the FBI.",Federal_Bureau_of_Investigation
1088,"The FBI has maintained files on numerous people, including celebrities such as Elvis Presley, Frank Sinatra, John Denver, John Lennon, Jane Fonda, Groucho Marx, Charlie Chaplin, the band MC5, Lou Costello, Sonny Bono, Bob Dylan, Michael Jackson, and Mickey Mantle. The files were collected for various reasons. Some of the subjects were investigated for alleged ties to the Communist party (Charlie Chaplin and Groucho Marx), or in connection with antiwar activities during the Vietnam War (John Denver, John Lennon, and Jane Fonda). Numerous celebrity files concern threats or extortion attempts against them (Sonny Bono, John Denver, John Lennon, Elvis Presley, Michael Jackson, Mickey Mantle, Groucho Marx, and Frank Sinatra).",Federal_Bureau_of_Investigation
1089,"In December 1994, after being tipped off by his former FBI handler about a pending indictment under the Racketeer Influenced and Corrupt Organizations Act, Bulger fled Boston and went into hiding. For 16 years, he remained at large. For 12 of those years, Bulger was prominently listed on the FBI Ten Most Wanted Fugitives list. Beginning in 1997, the New England media exposed criminal actions by federal, state, and local law enforcement officials tied to Bulger. The revelation caused great embarrassment to the FBI. In 2002, Special Agent John J Connolly was convicted of federal racketeering charges for helping Bulger avoid arrest. In 2008, Special Agent Connolly completed his term on the federal charges and was transferred to Florida where he was convicted of helping plan the murder of John B Callahan, a Bulger rival. In 2014, that conviction was overturned on a technicality. Connolly was the agent leading the investigation of Bulger.",Federal_Bureau_of_Investigation
1090,"In August 2007 Virgil Griffith, a Caltech computation and neural-systems graduate student, created a searchable database that linked changes made by anonymous Wikipedia editors to companies and organizations from which the changes were made. The database cross-referenced logs of Wikipedia edits with publicly available records pertaining to the internet IP addresses edits were made from. Griffith was motivated by the edits from the United States Congress, and wanted to see if others were similarly promoting themselves. The tool was designed to detect conflict of interest edits. Among his findings were that FBI computers were used to edit the FBI article in Wikipedia. Although the edits correlated with known FBI IP addresses, there was no proof that the changes actually came from a member or employee of the FBI, only that someone who had access to their network had edited the FBI article in Wikipedia. Wikipedia spokespersons received Griffith's ""WikiScanner"" positively, noting that it helped prevent conflicts of interest from influencing articles as well as increasing transparency and mitigating attempts to remove or distort relevant facts.",Federal_Bureau_of_Investigation
1091,"On 20 February 2001, the bureau announced that a special agent, Robert Hanssen (born 1944) had been arrested for spying for the Soviet Union and then Russia from 1979 to 2001. He is serving 15 consecutive life sentences without the possibility of parole at ADX Florence, a federal supermax prison near Florence, Colorado. Hanssen was arrested on February 18, 2001 at Foxstone Park near his home in Vienna, Virginia, and was charged with selling US secrets to the USSR and subsequently Russia for more than US$1.4 million in cash and diamonds over a 22-year period. On July 6, 2001, he pleaded guilty to 15 counts of espionage in the United States District Court for the Eastern District of Virginia. His spying activities have been described by the US Department of Justice's Commission for the Review of FBI Security Programs as ""possibly the worst intelligence disaster in U.S. history"".",Federal_Bureau_of_Investigation
1092,"The Federal Bureau of Investigation (FBI) is the domestic intelligence and security service of the United States, which simultaneously serves as the nation's prime federal law enforcement organization. Operating under the jurisdiction of the U.S. Department of Justice, FBI is concurrently a member of the U.S. Intelligence Community and reports to both the Attorney General and the Director of National Intelligence. A leading U.S. counterterrorism, counterintelligence, and criminal investigative organization, FBI has jurisdiction over violations of more than 200 categories of federal crimes.",Federal_Bureau_of_Investigation
1093,"J. Edgar Hoover served as Director from 1924 to 1972, a combined 48 years with the BOI, DOI, and FBI. He was chiefly responsible for creating the Scientific Crime Detection Laboratory, or the FBI Laboratory, which officially opened in 1932, as part of his work to professionalize investigations by the government. Hoover was substantially involved in most major cases and projects that the FBI handled during his tenure. After Hoover's death, Congress passed legislation that limited the tenure of future FBI Directors to ten years.",Federal_Bureau_of_Investigation
1094,"Despite its domestic focus, the FBI also maintains a significant international footprint, operating 60 Legal Attache (LEGAT) offices and 15 sub-offices in U.S. embassies and consulates across the globe. These overseas offices exist primarily for the purpose of coordination with foreign security services and do not usually conduct unilateral operations in the host countries. The FBI can and does at times carry out secret activities overseas, just as the CIA has a limited domestic function; these activities generally require coordination across government agencies.",Federal_Bureau_of_Investigation
1095,"In 1939, the Bureau began compiling a custodial detention list with the names of those who would be taken into custody in the event of war with Axis nations. The majority of the names on the list belonged to Issei community leaders, as the FBI investigation built on an existing Naval Intelligence index that had focused on Japanese Americans in Hawaii and the West Coast, but many German and Italian nationals also found their way onto the secret list. Robert Shivers, head of the Honolulu office, obtained permission from Hoover to start detaining those on the list on December 7, 1941, while bombs were still falling over Pearl Harbor. Mass arrests and searches of homes (in most cases conducted without warrants) began a few hours after the attack, and over the next several weeks more than 5,500 Issei men were taken into FBI custody. On February 19, 1942, President Franklin Roosevelt issued Executive Order 9066, authorizing the removal of Japanese Americans from the West Coast. FBI Director Hoover opposed the subsequent mass removal and confinement of Japanese Americans authorized under Executive Order 9066, but Roosevelt prevailed. The vast majority went along with the subsequent exclusion orders, but in a handful of cases where Japanese Americans refused to obey the new military regulations, FBI agents handled their arrests. The Bureau continued surveillance on Japanese Americans throughout the war, conducting background checks on applicants for resettlement outside camp, and entering the camps (usually without the permission of War Relocation Authority officials) and grooming informants in order to monitor dissidents and ""troublemakers."" After the war, the FBI was assigned to protect returning Japanese Americans from attacks by hostile white communities.",Federal_Bureau_of_Investigation
1096,"In response to organized crime, on August 25, 1953, the FBI created the Top Hoodlum Program. The national office directed field offices to gather information on mobsters in their territories and to report it regularly to Washington for a centralized collection of intelligence on racketeers. After the Racketeer Influenced and Corrupt Organizations Act, or RICO Act, took effect, the FBI began investigating the former Prohibition-organized groups, which had become fronts for crime in major cities and small towns. All of the FBI work was done undercover and from within these organizations, using the provisions provided in the RICO Act. Gradually the agency dismantled many of the groups. Although Hoover initially denied the existence of a National Crime Syndicate in the United States, the Bureau later conducted operations against known organized crime syndicates and families, including those headed by Sam Giancana and John Gotti. The RICO Act is still used today for all organized crime and any individuals who might fall under the Act.",Federal_Bureau_of_Investigation
1097,"After Congress passed the Communications Assistance for Law Enforcement Act (CALEA, 1994), the Health Insurance Portability and Accountability Act (HIPAA, 1996), and the Economic Espionage Act (EEA, 1996), the FBI followed suit and underwent a technological upgrade in 1998, just as it did with its CART team in 1991. Computer Investigations and Infrastructure Threat Assessment Center (CITAC) and the National Infrastructure Protection Center (NIPC) were created to deal with the increase in Internet-related problems, such as computer viruses, worms, and other malicious programs that threatened US operations. With these developments, the FBI increased its electronic surveillance in public safety and national security investigations, adapting to the telecommunications advancements that changed the nature of such problems.",Federal_Bureau_of_Investigation
1098,"For over 40 years, the FBI crime lab in Quantico believed lead in bullets had unique chemical signatures. It analyzed the bullets with the goal of matching them chemically, not only to a single batch of ammunition coming out of a factory, but also to a single box of bullets. The National Academy of Sciences conducted an 18-month independent review of comparative bullet-lead analysis. In 2003, its National Research Council published a report whose conclusions called into question 30 years of FBI testimony. It found the analytic model used by the FBI for interpreting results was deeply flawed, and the conclusion, that bullet fragments could be matched to a box of ammunition, was so overstated that it was misleading under the rules of evidence. One year later, the FBI decided to stop doing bullet lead analysis.",Federal_Bureau_of_Investigation
1099,The FBI's chief tool against organized crime is the Racketeer Influenced and Corrupt Organizations (RICO) Act. The FBI is also charged with the responsibility of enforcing compliance of the United States Civil Rights Act of 1964 and investigating violations of the act in addition to prosecuting such violations with the United States Department of Justice (DOJ). The FBI also shares concurrent jurisdiction with the Drug Enforcement Administration (DEA) in the enforcement of the Controlled Substances Act of 1970.,Federal_Bureau_of_Investigation
1100,"The FBI often works in conjunction with other Federal agencies, including the U.S. Coast Guard (USCG) and U.S. Customs and Border Protection (CBP) in seaport and airport security, and the National Transportation Safety Board in investigating airplane crashes and other critical incidents. Immigration and Customs Enforcement Homeland Security Investigations (ICE-HSI) has nearly the same amount of investigative man power as the FBI, and investigates the largest range of crimes. In the wake of the September 11 attacks, then-Attorney General Ashcroft assigned the FBI as the designated lead organization in terrorism investigations after the creation of the U.S. Department of Homeland Security. ICE-HSI and the FBI are both integral members of the Joint Terrorism Task Force.",Federal_Bureau_of_Investigation
1101,"The FBI Academy, located in Quantico, Virginia, is home to the communications and computer laboratory the FBI utilizes. It is also where new agents are sent for training to become FBI Special Agents. Going through the 21-week course is required for every Special Agent. First opened for use in 1972, the facility located on 385 acres (1.6 km2) of woodland. The Academy trains state and local law enforcement agencies, which are invited to the law enforcement training center. The FBI units that reside at Quantico are the Field and Police Training Unit, Firearms Training Unit, Forensic Science Research and Training Center, Technology Services Unit (TSU), Investigative Training Unit, Law Enforcement Communication Unit, Leadership and Management Science Units (LSMU), Physical Training Unit, New Agents' Training Unit (NATU), Practical Applications Unit (PAU), the Investigative Computer Training Unit and the ""College of Analytical Studies.""",Federal_Bureau_of_Investigation
1102,"The FBI frequently investigated Martin Luther King, Jr. In the mid-1960s, King began publicly criticizing the Bureau for giving insufficient attention to the use of terrorism by white supremacists. Hoover responded by publicly calling King the most ""notorious liar"" in the United States. In his 1991 memoir, Washington Post journalist Carl Rowan asserted that the FBI had sent at least one anonymous letter to King encouraging him to commit suicide. Historian Taylor Branch documents an anonymous November 1964 ""suicide package"" sent by the Bureau that combined a letter to the civil rights leader telling him ""You are done. There is only one way out for you..."" with audio recordings of King's sexual indiscretions.",Federal_Bureau_of_Investigation
1103,"The National Incident Based Reporting System (NIBRS) crime statistics system aims to address limitations inherent in UCR data. The system is used by law enforcement agencies in the United States for collecting and reporting data on crimes. Local, state, and federal agencies generate NIBRS data from their records management systems. Data is collected on every incident and arrest in the Group A offense category. The Group A offenses are 46 specific crimes grouped in 22 offense categories. Specific facts about these offenses are gathered and reported in the NIBRS system. In addition to the Group A offenses, eleven Group B offenses are reported with only the arrest information. The NIBRS system is in greater detail than the summary-based UCR system. As of 2004, 5,271 law enforcement agencies submitted NIBRS data. That amount represents 20% of the United States population and 16% of the crime statistics data collected by the FBI.",Federal_Bureau_of_Investigation
1104,"The FBI also spied upon and collected information on Puerto Rican independence leader Pedro Albizu Campos and his Nationalist political party in the 1930s. Abizu Campos was convicted three times in connection with deadly attacks on US government officials: in 1937 (Conspiracy to overthrow the government of the United States), in 1950 (attempted murder), and in 1954 (after an armed assault on the US House of Representatives while in session; although not present, Abizu Campos was considered the mastermind). The FBI operation was covert and did not become known until U.S. Congressman Luis Gutierrez had it made public via the Freedom of Information Act in the 1980s.",Federal_Bureau_of_Investigation
1105,"The FBI is organized into functional branches and the Office of the Director, which contains most administrative offices. An executive assistant director manages each branch. Each branch is then divided into offices and divisions, each headed by an assistant director. The various divisions are further divided into sub-branches, led by deputy assistant directors. Within these sub-branches there are various sections headed by section chiefs. Section chiefs are ranked analogous to special agents in charge.",Federal_Bureau_of_Investigation
1106,"The FBI is headquartered at the J. Edgar Hoover Building in Washington, D.C., with 56 field offices in major cities across the United States. The FBI also maintains over 400 resident agencies across the United States, as well as over 50 legal attachés at United States embassies and consulates. Many specialized FBI functions are located at facilities in Quantico, Virginia, as well as a ""data campus"" in Clarksburg, West Virginia, where 96 million sets of fingerprints ""from across the United States are stored, along with others collected by American authorities from prisoners in Saudi Arabia and Yemen, Iraq and Afghanistan."" The FBI is in process of moving its Records Management Division, which processes Freedom of Information Act (FOIA) requests, to Winchester, Virginia.",Federal_Bureau_of_Investigation
1107,"Carnivore was an electronic eavesdropping software system implemented by the FBI during the Clinton administration; it was designed to monitor email and electronic communications. After prolonged negative coverage in the press, the FBI changed the name of its system from ""Carnivore"" to ""DCS1000."" DCS is reported to stand for ""Digital Collection System""; the system has the same functions as before. The Associated Press reported in mid-January 2005 that the FBI essentially abandoned the use of Carnivore in 2001, in favor of commercially available software, such as NarusInsight.",Federal_Bureau_of_Investigation
1108,"FBI Directors are appointed by the President of the United States. They must be confirmed by the United States Senate and serve a term of office of five years, with a maximum of ten years, if reappointed, unless they resign or are fired by the President before their term ends. J. Edgar Hoover, appointed by Calvin Coolidge in 1924, was by far the longest-serving director, serving until his death in 1972. In 1968, Congress passed legislation as part of the Omnibus Crime Control and Safe Streets Act Pub.L. 90–351, June 19, 1968, 82 Stat. 197 that specified a 10-year limit, a maximum of two 5-year terms, for future FBI Directors, as well as requiring Senate confirmation of appointees. As the incumbent, this legislation did not apply to Hoover, only to his successors. The current FBI Director is James B. Comey, who was appointed in 2013 by Barack Obama.",Federal_Bureau_of_Investigation
1109,"The FBI has been frequently depicted in popular media since the 1930s. The bureau has participated to varying degrees, which has ranged from direct involvement in the creative process of film or TV series development, to providing consultation on operations and closed cases. A few of the notable portrayals of the FBI on television are the 1993-2002 series The X-Files, which concerned investigations into paranormal phenomena by five fictional Special Agents and the fictional Counter Terrorist Unit (CTU) agency in the TV drama 24, which is patterned after the FBI Counterterrorism Division. The 1991 movie Point Break is based on the true story of an undercover FBI agent who infiltrated a gang of bank robbers. The 1997 movie Donnie Brasco is based on the true story of undercover FBI agent Joseph D. Pistone infiltrating the Mafia.",Federal_Bureau_of_Investigation
1110,"During the period from 1993 to 2011, FBI agents fired their weapons on 289 occasions; FBI internal reviews found the shots justified in all but 5 cases, in none of the 5 cases were people wounded. Samuel Walker, a professor of criminal justice at the University of Nebraska Omaha said the number of shots found to be unjustified was ""suspiciously low."" In the same time period, the FBI wounded 150 people, 70 of whom died; the FBI found all 150 shootings to be justified. Likewise, during the period from 2011 to the present, all shootings by FBI agents have been found to be justified by internal investigation. In a 2002 case in Maryland, an innocent man was shot, and later paid $1.3 million by the FBI after agents mistook him for a bank robber; the internal investigation found that the shooting was justified, based on the man's actions.",Federal_Bureau_of_Investigation
1111,"In 2005, fugitive Puerto Rican Nationalist leader Filiberto Ojeda Ríos died in a gun battle with FBI agents in 2005 in what some charged was an assassination.[citation needed] Puerto Rico Governor Aníbal Acevedo Vilá criticized the FBI assault as ""improper"" and ""highly irregular"" and demanded to know why his government was not informed of it. The FBI refused to release information beyond the official press release, citing security and agent privacy issues. The Puerto Rico Justice Department filed suit in federal court against the FBI and the US Attorney General, demanding information crucial to the Commonwealth's own investigation of the incident. The case was dismissed by the U.S Supreme Court. Ojeda Rios' funeral was attended by a long list of dignitaries, including the highest authority of the Roman Catholic Church in Puerto Rico, Archbishop Roberto Octavio González Nieves, ex-Governor Rafael Hernández Colón, and numerous other personalities.",Federal_Bureau_of_Investigation
1112,"According to the apocryphal Gospel of James, Mary was the daughter of Saint Joachim and Saint Anne. Before Mary's conception, Anne had been barren and was far advanced in years. Mary was given to service as a consecrated virgin in the Temple in Jerusalem when she was three years old, much like Hannah took Samuel to the Tabernacle as recorded in the Old Testament. Some apocryphal accounts state that at the time of her betrothal to Joseph, Mary was 12–14 years old, and he was thirty years old, but such accounts are unreliable.",Mary_(mother_of_Jesus)
1113,"The Gospel of Luke begins its account of Mary's life with the Annunciation, when the angel Gabriel appeared to her and announced her divine selection to be the mother of Jesus. According to gospel accounts, Mary was present at the Crucifixion of Jesus and is depicted as a member of the early Christian community in Jerusalem. According to Apocryphal writings, at some time soon after her death, her incorrupt body was assumed directly into Heaven, to be reunited with her soul, and the apostles thereupon found the tomb empty; this is known in Christian teaching as the Assumption.",Mary_(mother_of_Jesus)
1114,"The doctrines of the Assumption or Dormition of Mary relate to her death and bodily assumption to Heaven. The Roman Catholic Church has dogmaically defined the doctrine of the Assumption, which was done in 1950 by Pope Pius XII in Munificentissimus Deus. Whether the Virgin Mary died or not is not defined dogmatically, however, although a reference to the death of Mary are made in Munificentissimus Deus. In the Eastern Orthodox Church, the Assumption of the Virgin Mary is believed, and celebrated with her Dormition, where they believe she died.",Mary_(mother_of_Jesus)
1115,"After Mary continued in the ""blood of her purifying"" another 33 days for a total of 40 days, she brought her burnt offering and sin offering to the Temple in Jerusalem,[Luke 2:22] so the priest could make atonement for her sins, being cleansed from her blood.[Leviticus 12:1-8] They also presented Jesus –  ""As it is written in the law of the Lord, Every male that openeth the womb shall be called holy to the Lord"" (Luke 2:23other verses). After the prophecies of Simeon and the prophetess Anna in Luke 2:25-38 concluded, Joseph and Mary took Jesus and ""returned into Galilee, to their own city Nazareth"".[Luke 2:39]",Mary_(mother_of_Jesus)
1116,"According to the writer of Luke, Mary was a relative of Elizabeth, wife of the priest Zechariah of the priestly division of Abijah, who was herself part of the lineage of Aaron and so of the tribe of Levi.[Luke 1:5;1:36] Some of those who consider that the relationship with Elizabeth was on the maternal side, consider that Mary, like Joseph, to whom she was betrothed, was of the House of David and so of the Tribe of Judah, and that the genealogy of Jesus presented in Luke 3 from Nathan, third son of David and Bathsheba, is in fact the genealogy of Mary,[need quotation to verify] while the genealogy from Solomon given in Matthew 1 is that of Joseph. (Aaron's wife Elisheba was of the tribe of Judah, so all their descendants are from both Levi and Judah.)[Num.1:7 & Ex.6:23]",Mary_(mother_of_Jesus)
1117,"Mary is also depicted as being present among the women at the crucifixion during the crucifixion standing near ""the disciple whom Jesus loved"" along with Mary of Clopas and Mary Magdalene,[Jn 19:25-26] to which list Matthew 27:56 adds ""the mother of the sons of Zebedee"", presumably the Salome mentioned in Mark 15:40. This representation is called a Stabat Mater. While not recorded in the Gospel accounts, Mary cradling the dead body of her son is a common motif in art, called a ""pietà"" or ""pity"".",Mary_(mother_of_Jesus)
1118,"The adoption of the mother of Jesus as a virtual goddess may represent a reintroduction of aspects of the worship of Isis. ""When looking at images of the Egyptian goddess Isis and those of the Virgin Mary, one may initially observe iconographic similarities. These parallels have led many scholars to suggest that there is a distinct iconographic relationship between Isis and Mary. In fact, some scholars have gone even further, and have suggested, on the basis of this relationship, a direct link between the cult of Mary and that of Isis."" ",Mary_(mother_of_Jesus)
1119,"In the 19th century, a house near Ephesus in Turkey was found, based on the visions of Anne Catherine Emmerich, an Augustinian nun in Germany. It has since been visited as the House of the Virgin Mary by Roman Catholic pilgrims who consider it the place where Mary lived until her assumption. The Gospel of John states that Mary went to live with the Disciple whom Jesus loved,[Jn 19:27] identified as John the Evangelist.[citation needed] Irenaeus and Eusebius of Caesarea wrote in their histories that John later went to Ephesus, which may provide the basis for the early belief that Mary also lived in Ephesus with John.",Mary_(mother_of_Jesus)
1120,"Devotions to artistic depictions of Mary vary among Christian traditions. There is a long tradition of Roman Catholic Marian art and no image permeates Catholic art as does the image of Madonna and Child. The icon of the Virgin Theotokos with Christ is without doubt the most venerated icon in the Orthodox Church. Both Roman Catholic and Orthodox Christians venerate images and icons of Mary, given that the Second Council of Nicaea in 787 permitted their veneration with the understanding that those who venerate the image are venerating the reality of the person it represents, and the 842 Synod of Constantinople confirming the same. According to Orthodox piety and traditional practice, however, believers ought to pray before and venerate only flat, two-dimensional icons, and not three-dimensional statues.",Mary_(mother_of_Jesus)
1121,"Ephesus is a cultic centre of Mary, the site of the first Church dedicated to her and the rumoured place of her death. Ephesus was previously a centre for worship of Artemis a virgin goddess. The Temple of Artemis at Ephesus being regarded as one of the Seven Wonders of the Ancient World The cult of Mary was furthered by Queen Theodora in the 6th Century. According to William E. Phipps, in the book Survivals of Roman Religion ""Gordon Laing argues convincingly that the worship of Artemis as both virgin and mother at the grand Ephesian temple contributed to the veneration of Mary.""",Mary_(mother_of_Jesus)
1122,"Some titles have a Biblical basis, for instance the title Queen Mother has been given to Mary since she was the mother of Jesus, who was sometimes referred to as the ""King of Kings"" due to his lineage of King David. The biblical basis for the term Queen can be seen in the Gospel of Luke 1:32 and the Book of Isaiah 9:6, and Queen Mother from 1 Kings 2:19-20 and Jeremiah 13:18-19. Other titles have arisen from reported miracles, special appeals or occasions for calling on Mary, e.g., Our Lady of Good Counsel, Our Lady of Navigators or Our Lady of Ransom who protects captives.",Mary_(mother_of_Jesus)
1123,"Despite Martin Luther's harsh polemics against his Roman Catholic opponents over issues concerning Mary and the saints, theologians appear to agree that Luther adhered to the Marian decrees of the ecumenical councils and dogmas of the church. He held fast to the belief that Mary was a perpetual virgin and the Theotokos or Mother of God. Special attention is given to the assertion that Luther, some three-hundred years before the dogmatization of the Immaculate Conception by Pope Pius IX in 1854, was a firm adherent of that view. Others maintain that Luther in later years changed his position on the Immaculate Conception, which, at that time was undefined in the Church, maintaining however the sinlessness of Mary throughout her life. For Luther, early in his life, the Assumption of Mary was an understood fact, although he later stated that the Bible did not say anything about it and stopped celebrating its feast. Important to him was the belief that Mary and the saints do live on after death. ""Throughout his career as a priest-professor-reformer, Luther preached, taught, and argued about the veneration of Mary with a verbosity that ranged from childlike piety to sophisticated polemics. His views are intimately linked to his Christocentric theology and its consequences for liturgy and piety."" Luther, while revering Mary, came to criticize the ""Papists"" for blurring the line, between high admiration of the grace of God wherever it is seen in a human being, and religious service given to another creature. He considered the Roman Catholic practice of celebrating saints' days and making intercessory requests addressed especially to Mary and other departed saints to be idolatry. His final thoughts on Marian devotion and veneration are preserved in a sermon preached at Wittenberg only a month before his death:",Mary_(mother_of_Jesus)
